C	V	Word	Previous	Next	Lemma	ESN	Role	Morphology
2	3	καὶ			καί	G25320	CC	,,,,,,,
2	3	ἐν			ἐν	G17220	P	,,,,D,,,
2	3	πλεονεξίᾳ			πλεονεξία	G41240	N	,,,,DFS,
2	3	πλαστοῖς			πλαστός	G41120	AA	,,,DMP,
2	3	λόγοις			λόγος	G30560	N	,,,,DMP,
2	3	ὑμᾶς			σύ	G47710	RP	,,2A,P,
2	3	ἐμπορεύσονται		;	ἐμπορεύομαι	G17100	V	IFM3,,P,
2	3	οἷς			ὅς	G37390	RR	,,,DMP,
2	3	τὸ			ὁ	G35880	EA	,,,NNS,
2	3	κρίμα			κρίμα	G29170	N	,,,,NNS,
2	3	ἔκπαλαι			ἔκπαλαι	G15970	D	,,,,,,,,
2	3	οὐκ			οὐ	G37560	D	,,,,,,,,
2	3	ἀργεῖ		,	ἀργέω	G06910	V	IPA3,,S,
2	3	καὶ			καί	G25320	CC	,,,,,,,
2	3	ἡ			ὁ	G35880	EA	,,,NFS,
2	3	ἀπώλεια			ἀπώλεια	G06840	N	,,,,NFS,
2	3	αὐτῶν			αὐτός	G08460	RP	,,3GMP,
2	3	οὐ			οὐ	G37560	D	,,,,,,,,
2	3	νυστάζει		.	νυστάζω	G35730	V	IPA3,,S,
2	4	εἰ			εἰ	G14870	CS	,,,,,,,
2	4	γὰρ			γάρ	G10630	CC	,,,,,,,
2	4	ὁ			ὁ	G35880	EA	,,,NMS,
2	4	Θεὸς			θεός	G23160	N	,,,,NMS,
2	4	ἀγγέλων			ἄγγελος	G00320	N	,,,,GMP,
2	4	ἁμαρτησάντων			ἁμαρτάνω	G02640	V	PAA,GMP,
2	4	οὐκ			οὐ	G37560	D	,,,,,,,,
2	4	ἐφείσατο		,	φείδομαι	G53390	V	IAM3,,S,
2	4	ἀλλὰ			ἀλλά	G02350	CC	,,,,,,,
2	4	σειροῖς			σειρός	G45770	N	,,,,DMP,
2	4	ζόφου			ζόφος	G22170	N	,,,,GMS,
2	4	ταρταρώσας		,	ταρταρόω	G50200	V	PAA,NMS,
2	4	παρέδωκεν			παραδίδωμι	G38600	V	IAA3,,S,
2	4	εἰς			εἰς	G15190	P	,,,,A,,,
2	4	κρίσιν			κρίσις	G29200	N	,,,,AFS,
2	4	τηρουμένους		;	τηρέω	G50830	V	PPP,AMP,
2	5	καὶ			καί	G25320	CC	,,,,,,,
2	5	ἀρχαίου			ἀρχαῖος	G07440	AA	,,,GMS,
2	5	κόσμου			κόσμος	G28890	N	,,,,GMS,
2	5	οὐκ			οὐ	G37560	DO	,,,,,,,
2	5	ἐφείσατο		,	φείδομαι	G53390	V	IAM3,,S,
2	5	ἀλλὰ			ἀλλά	G02350	CO	,,,,,,,
2	5	ὄγδοον		,	ὄγδοος	G35900	NS	,,,AMS,
2	5	Νῶε		,	Νῶε	G35750	N	,,,,AMSI
2	5	δικαιοσύνης			δικαιοσύνη	G13430	N	,,,,GFS,
2	5	κήρυκα			κῆρυξ	G27830	N	,,,,AMS,
2	5	ἐφύλαξεν		,	φυλάσσω	G54420	V	IAA3,,S,
2	5	κατακλυσμὸν			κατακλυσμός	G26270	N	,,,,AMS,
2	5	κόσμῳ			κόσμος	G28890	N	,,,,DMS,
2	5	ἀσεβῶν			ἀσεβής	G07650	NS	,,,GMP,
2	5	ἐπάξας		;	ἐπάγω	G18630	V	PAA,NMS,
2	6	καὶ			καί	G25320	CC	,,,,,,,
2	6	πόλεις			πόλις	G41720	N	,,,,AFP,
2	6	Σοδόμων			Σόδομα	G46700	N	,,,,GNP,
2	6	καὶ			καί	G25320	CC	,,,,,,,
2	6	Γομόρρας			Γόμορρα	G11160	N	,,,,GFS,
2	6	τεφρώσας			τεφρόω	G50770	V	PAA,NMS,
2	6	καταστροφῇ			καταστροφή	G26920	N	,,,,DFS,
2	6	κατέκρινεν		,	κατακρίνω	G26320	V	IAA3,,S,
2	6	ὑπόδειγμα			ὑπόδειγμα	G52620	N	,,,,ANS,
2	6	μελλόντων			μέλλω	G31950	V	PPA,GMP,
2	6	ἀσεβέσιν			ἀσεβής	G07650	NS	,,,DMP,
2	6	τεθεικώς		;	τίθημι	G50870	V	PEA,NMS,
2	7	καὶ			καί	G25320	CC	,,,,,,,
2	7	δίκαιον			δίκαιος	G13420	AA	,,,AMS,
2	7	Λὼτ		,	Λώτ	G30910	N	,,,,AMSI
2	7	καταπονούμενον			καταπονέω	G26690	V	PPP,AMS,
2	7	ὑπὸ			ὑπό	G52590	P	,,,,G,,,
2	7	τῆς			ὁ	G35880	EA	,,,GFS,
2	7	τῶν			ὁ	G35880	EA	,,,GMP,
2	7	ἀθέσμων			ἄθεσμος	G01130	NS	,,,GMP,
2	7	ἐν			ἐν	G17220	P	,,,,D,,,
2	7	ἀσελγείᾳ			ἀσέλγεια	G07660	N	,,,,DFS,
2	7	ἀναστροφῆς			ἀναστροφή	G03910	N	,,,,GFS,
2	7	ἐρύσατο			ῥύομαι	G45060	V	IAM3,,S,
2	8	βλέμματι	(		βλέμμα	G09900	N	,,,,DNS,
2	8	γὰρ			γάρ	G10630	CC	,,,,,,,
2	8	καὶ			καί	G25320	CC	,,,,,,,
2	8	ἀκοῇ			ἀκοή	G01890	N	,,,,DFS,
2	8	ὁ			ὁ	G35880	EA	,,,NMS,
2	8	δίκαιος		,	δίκαιος	G13420	NS	,,,NMS,
2	8	ἐνκατοικῶν			ἐνκατοικέω	G14600	V	PPA,NMS,
2	8	ἐν			ἐν	G17220	P	,,,,D,,,
2	8	αὐτοῖς			αὐτός	G08460	RP	,,3DMP,
2	8	ἡμέραν			ἡμέρα	G22500	N	,,,,AFS,
2	8	ἐξ			ἐκ	G15370	P	,,,,G,,,
2	8	ἡμέρας		,	ἡμέρα	G22500	N	,,,,GFS,
2	8	ψυχὴν			ψυχή	G55900	N	,,,,AFS,
2	8	δικαίαν			δίκαιος	G13420	AA	,,,AFS,
2	8	ἀνόμοις			ἄνομος	G04590	AA	,,,DNP,
2	8	ἔργοις			ἔργον	G20410	N	,,,,DNP,
2	8	ἐβασάνιζεν		);	βασανίζω	G09280	V	IIA3,,S,
2	9	οἶδεν			οἶδα	G14920	V	IEA3,,S,
2	9	Κύριος			κύριος	G29620	N	,,,,NMS,
2	9	εὐσεβεῖς			εὐσεβής	G21520	NS	,,,AMP,
2	9	ἐκ			ἐκ	G15370	P	,,,,G,,,
2	9	πειρασμοῦ			πειρασμός	G39860	N	,,,,GMS,
2	9	ῥύεσθαι		,	ῥύομαι	G45060	V	NPM,,,,,
2	9	ἀδίκους			ἄδικος	G00940	NS	,,,AMP,
2	9	δὲ			δέ	G11610	CC	,,,,,,,
2	9	εἰς			εἰς	G15190	P	,,,,A,,,
2	9	ἡμέραν			ἡμέρα	G22500	N	,,,,AFS,
2	9	κρίσεως			κρίσις	G29200	N	,,,,GFS,
2	9	κολαζομένους			κολάζω	G28490	V	PPP,AMP,
2	9	τηρεῖν		,	τηρέω	G50830	V	NPA,,,,,
2	10	μάλιστα			μάλιστα	G31220	D	,,,,,,,S
2	10	δὲ			δέ	G11610	CC	,,,,,,,
2	10	τοὺς			ὁ	G35880	RD	,,,AMP,
2	10	ὀπίσω			ὀπίσω	G36940	PI	,,,G,,,
2	10	σαρκὸς			σάρξ	G45610	N	,,,,GFS,
2	10	ἐν			ἐν	G17220	P	,,,,D,,,
2	10	ἐπιθυμίᾳ			ἐπιθυμία	G19390	N	,,,,DFS,
2	10	μιασμοῦ			μιασμός	G33940	N	,,,,GMS,
2	10	πορευομένους		,	πορεύω	G41980	V	PPM,AMP,
2	10	καὶ			καί	G25320	CC	,,,,,,,
2	10	κυριότητος			κυριότης	G29630	N	,,,,GFS,
2	10	καταφρονοῦντας		.	καταφρονέω	G27060	V	PPA,AMP,
2	10	τολμηταὶ			τολμητής	G51130	N	,,,,NMP,
2	10	αὐθάδεις		,	αὐθάδης	G08290	AA	,,,NMP,
2	10	δόξας			δόξα	G13910	N	,,,,AFP,
2	10	οὐ			οὐ	G37560	D	,,,,,,,,
2	10	τρέμουσιν		,	τρέμω	G51410	V	IPA3,,P,
2	10	βλασφημοῦντες		;	βλασφημέω	G09870	V	PPA,NMP,
2	11	ὅπου			ὅπου	G36990	CS	,,,,,,,
2	11	ἄγγελοι			ἄγγελος	G00320	N	,,,,NMP,
2	11	ἰσχύϊ			ἰσχύς	G24790	N	,,,,DFS,
2	11	καὶ			καί	G25320	CC	,,,,,,,
2	11	δυνάμει			δύναμις	G14110	N	,,,,DFS,
2	11	μείζονες			μείζων	G31870	NP	,,,NMPC
2	11	ὄντες		,	εἰμί	G15100	V	PPA,NMP,
2	11	οὐ			οὐ	G37560	D	,,,,,,,,
2	11	φέρουσιν			φέρω	G53420	V	IPA3,,P,
2	11	κατ’			κατά	G25960	P	,,,,G,,,
2	11	αὐτῶν			αὐτός	G08460	RP	,,3GMP,
2	11	παρὰ			παρά	G38440	P	,,,,G,,,
2	11	Κυρίῳ			κύριος	G29620	N	,,,,DMS,
2	11	βλάσφημον			βλάσφημος	G09890	AA	,,,AFS,
2	11	κρίσιν		.	κρίσις	G29200	N	,,,,AFS,
2	12	οὗτοι			οὗτος	G37780	RD	,,,NMP,
2	12	δέ			δέ	G11610	CC	,,,,,,,
2	12	ὡς			ὡς	G56130	CS	,,,,,,,
2	12	ἄλογα			ἄλογος	G02490	AA	,,,NNP,
2	12	ζῷα		,	ζῷον	G22260	N	,,,,NNP,
2	12	γεγεννημένα			γεννάω	G10800	V	PEP,NNP,
2	12	φυσικὰ			φυσικός	G54460	NS	,,,NNP,
2	12	εἰς			εἰς	G15190	P	,,,,A,,,
2	12	ἅλωσιν			ἅλωσις	G02590	N	,,,,AFS,
2	12	καὶ			καί	G25320	CC	,,,,,,,
2	12	φθοράν		,	φθορά	G53560	N	,,,,AFS,
2	12	ἐν			ἐν	G17220	P	,,,,D,,,
2	12	οἷς			ὅς	G37390	RR	,,,DNP,
2	12	ἀγνοοῦσιν			ἀγνοέω	G00500	V	IPA3,,P,
2	12	βλασφημοῦντες		,	βλασφημέω	G09870	V	PPA,NMP,
2	12	ἐν			ἐν	G17220	P	,,,,D,,,
2	12	τῇ			ὁ	G35880	EA	,,,DFS,
2	12	φθορᾷ			φθορά	G53560	N	,,,,DFS,
2	12	αὐτῶν			αὐτός	G08460	RP	,,3GMP,
2	12	καὶ			καί	G25320	D	,,,,,,,,
2	12	φθαρήσονται		,	φθείρω	G53510	V	IFP3,,P,
2	13	ἀδικούμενοι			ἀδικέω	G00910	V	PPP,NMP,
2	13	μισθὸν			μισθός	G34080	N	,,,,AMS,
2	13	ἀδικίας		;	ἀδικία	G00930	N	,,,,GFS,
2	13	ἡδονὴν			ἡδονή	G22370	N	,,,,AFS,
2	13	ἡγούμενοι			ἡγέομαι	G22330	V	PPM,NMP,
2	13	τὴν			ὁ	G35880	EA	,,,AFS,
2	13	ἐν			ἐν	G17220	P	,,,,D,,,
2	13	ἡμέρᾳ			ἡμέρα	G22500	N	,,,,DFS,
2	13	τρυφήν		,	τρυφή	G51720	N	,,,,AFS,
2	13	σπίλοι			σπίλος	G46960	N	,,,,NMP,
2	13	καὶ			καί	G25320	CC	,,,,,,,
2	13	μῶμοι			μῶμος	G34700	N	,,,,NMP,
2	13	ἐντρυφῶντες			ἐντρυφάω	G17920	V	PPA,NMP,
2	13	ἐν			ἐν	G17220	P	,,,,D,,,
2	13	ταῖς			ὁ	G35880	EA	,,,DFP,
2	13	ἀπάταις			ἀπάτη	G05390	N	,,,,DFP,
2	13	αὐτῶν		,	αὐτός	G08460	RP	,,3GMP,
2	13	συνευωχούμενοι			συνευωχέω	G49100	V	PPM,NMP,
2	13	ὑμῖν		;	σύ	G47710	RP	,,2D,P,
2	14	ὀφθαλμοὺς			ὀφθαλμός	G37880	N	,,,,AMP,
2	14	ἔχοντες			ἔχω	G21920	V	PPA,NMP,
2	14	μεστοὺς			μεστός	G33240	NS	,,,AMP,
2	14	μοιχαλίδος		,	μοιχαλίς	G34280	N	,,,,GFS,
2	14	καὶ			καί	G25320	CC	,,,,,,,
2	14	ἀκαταπαύστους			ἀκατάπαυστος	G01800	NS	,,,AMP,
2	14	ἁμαρτίας		,	ἁμαρτία	G02660	N	,,,,GFS,
2	14	δελεάζοντες			δελεάζω	G11850	V	PPA,NMP,
2	14	ψυχὰς			ψυχή	G55900	N	,,,,AFP,
2	14	ἀστηρίκτους		,	ἀστήρικτος	G07930	AA	,,,AFP,
2	14	καρδίαν			καρδία	G25880	N	,,,,AFS,
2	14	γεγυμνασμένην			γυμνάζω	G11280	V	PEP,AFS,
2	14	πλεονεξίας			πλεονεξία	G41240	N	,,,,GFS,
2	14	ἔχοντες		,	ἔχω	G21920	V	PPA,NMP,
2	14	κατάρας			κατάρα	G26710	N	,,,,GFS,
2	14	τέκνα		;	τέκνον	G50430	N	,,,,NNP,
2	15	καταλειπόντες			καταλείπω	G26410	V	PPA,NMP,
2	15	εὐθεῖαν			εὐθύς	G21170	AA	,,,AFS,
2	15	ὁδὸν		,	ὁδός	G35980	N	,,,,AFS,
2	15	ἐπλανήθησαν			πλανάω	G41050	V	IAP3,,P,
2	15	ἐξακολουθήσαντες			ἐξακολουθέω	G18110	V	PAA,NMP,
2	15	τῇ			ὁ	G35880	EA	,,,DFS,
2	15	ὁδῷ			ὁδός	G35980	N	,,,,DFS,
2	15	τοῦ			ὁ	G35880	EA	,,,GMS,
2	15	Βαλαὰμ			Βαλαάμ	G09030	N	,,,,GMSI
2	15	τοῦ			ὁ	G35880	EA	,,,GMS,
2	15	Βοσὸρ		,	Βοσόρ	G10070	N	,,,,GMSI
2	15	ὃς			ὅς	G37390	RR	,,,NMS,
2	15	μισθὸν			μισθός	G34080	N	,,,,AMS,
2	15	ἀδικίας			ἀδικία	G00930	N	,,,,GFS,
2	15	ἠγάπησεν		,	ἀγαπάω	G00250	V	IAA3,,S,
2	16	ἔλεγξιν			ἔλεγξις	G16490	N	,,,,AFS,
2	16	δὲ			δέ	G11610	CC	,,,,,,,
2	16	ἔσχεν			ἔχω	G21920	V	IAA3,,S,
2	16	ἰδίας			ἴδιος	G23980	EF	,,,GFS,
2	16	παρανομίας		,	παρανομία	G38920	N	,,,,GFS,
2	16	ὑποζύγιον			ὑποζύγιον	G52680	N	,,,,NNS,
2	16	ἄφωνον			ἄφωνος	G08800	AA	,,,NNS,
2	16	ἐν			ἐν	G17220	P	,,,,D,,,
2	16	ἀνθρώπου			ἄνθρωπος	G04440	N	,,,,GMS,
2	16	φωνῇ			φωνή	G54560	N	,,,,DFS,
2	16	φθεγξάμενον		,	φθέγγομαι	G53500	V	PAM,NNS,
2	16	ἐκώλυσεν			κωλύω	G29670	V	IAA3,,S,
2	16	τὴν			ὁ	G35880	EA	,,,AFS,
2	16	τοῦ			ὁ	G35880	EA	,,,GMS,
2	16	προφήτου			προφήτης	G43960	N	,,,,GMS,
2	16	παραφρονίαν		.	παραφρονία	G39130	N	,,,,AFS,
2	17	οὗτοί			οὗτος	G37780	RD	,,,NMP,
2	17	εἰσιν			εἰμί	G15100	V	IPA3,,P,
2	17	πηγαὶ			πηγή	G40770	N	,,,,NFP,
2	17	ἄνυδροι		,	ἄνυδρος	G05040	AA	,,,NFP,
2	17	καὶ			καί	G25320	CC	,,,,,,,
2	17	ὁμίχλαι			ὁμίχλη	G36585	N	,,,,NFP,
2	17	ὑπὸ			ὑπό	G52590	P	,,,,G,,,
2	17	λαίλαπος			λαῖλαψ	G29780	N	,,,,GFS,
2	17	ἐλαυνόμεναι		,	ἐλαύνω	G16430	V	PPP,NFP,
2	17	οἷς			ὅς	G37390	RR	,,,DMP,
2	17	ὁ			ὁ	G35880	EA	,,,NMS,
2	17	ζόφος			ζόφος	G22170	N	,,,,NMS,
2	17	τοῦ			ὁ	G35880	EA	,,,GNS,
2	17	σκότους			σκότος	G46550	N	,,,,GNS,
2	17	τετήρηται		.	τηρέω	G50830	V	IEP3,,S,
2	18	ὑπέρογκα			ὑπέρογκος	G52460	NS	,,,ANP,
2	18	γὰρ			γάρ	G10630	CC	,,,,,,,
2	18	ματαιότητος			ματαιότης	G31530	N	,,,,GFS,
2	18	φθεγγόμενοι		,	φθέγγομαι	G53500	V	PPM,NMP,
2	18	δελεάζουσιν			δελεάζω	G11850	V	IPA3,,P,
2	18	ἐν			ἐν	G17220	P	,,,,D,,,
2	18	ἐπιθυμίαις			ἐπιθυμία	G19390	N	,,,,DFP,
2	18	σαρκὸς			σάρξ	G45610	N	,,,,GFS,
2	18	ἀσελγείαις		,	ἀσέλγεια	G07660	N	,,,,DFP,
2	18	τοὺς			ὁ	G35880	RD	,,,AMP,
2	18	ὀλίγως			ὀλίγως	G36435	D	,,,,,,,,
2	18	ἀποφεύγοντας			ἀποφεύγω	G06680	V	PPA,AMP,
2	18	τοὺς			ὁ	G35880	RD	,,,AMP,
2	18	ἐν			ἐν	G17220	P	,,,,D,,,
2	18	πλάνῃ			πλάνη	G41060	N	,,,,DFS,
2	18	ἀναστρεφομένους		,	ἀναστρέφω	G03900	V	PPP,AMP,
2	19	ἐλευθερίαν			ἐλευθερία	G16570	N	,,,,AFS,
2	19	αὐτοῖς			αὐτός	G08460	RP	,,3DMP,
2	19	ἐπαγγελλόμενοι		,	ἐπαγγέλλω	G18610	V	PPM,NMP,
2	19	αὐτοὶ			αὐτός	G08460	RE	,,3NMP,
2	19	δοῦλοι			δοῦλος	G14010	N	,,,,NMP,
2	19	ὑπάρχοντες			ὑπάρχω	G52250	V	PPA,NMP,
2	19	τῆς			ὁ	G35880	EA	,,,GFS,
2	19	φθορᾶς		;	φθορά	G53560	N	,,,,GFS,
2	19	ᾧ			ὅς	G37390	RR	,,,DMS,
2	19	γάρ			γάρ	G10630	CC	,,,,,,,
2	19	τις			τις	G51000	RI	,,,NMS,
2	19	ἥττηται		,	ἡττάω	G22740	V	IEM3,,S,
2	19	τούτῳ			οὗτος	G37780	RD	,,,DMS,
2	19	δεδούλωται		.	δουλόω	G14020	V	IEP3,,S,
2	20	εἰ			εἰ	G14870	CS	,,,,,,,
2	20	γὰρ			γάρ	G10630	CC	,,,,,,,
2	20	ἀποφυγόντες			ἀποφεύγω	G06680	V	PAA,NMP,
2	20	τὰ			ὁ	G35880	EA	,,,ANP,
2	20	μιάσματα			μίασμα	G33930	N	,,,,ANP,
2	20	τοῦ			ὁ	G35880	EA	,,,GMS,
2	20	κόσμου		,	κόσμος	G28890	N	,,,,GMS,
2	20	ἐν			ἐν	G17220	P	,,,,D,,,
2	20	ἐπιγνώσει			ἐπίγνωσις	G19220	N	,,,,DFS,
2	20	τοῦ			ὁ	G35880	EA	,,,GMS,
2	20	Κυρίου			κύριος	G29620	N	,,,,GMS,
2	20	ἡμῶν			ἐγώ	G14730	RP	,,1G,P,
2	20	καὶ			καί	G25320	CC	,,,,,,,
2	20	Σωτῆρος		,	σωτήρ	G49900	N	,,,,GMS,
2	20	Ἰησοῦ			Ἰησοῦς	G24240	N	,,,,GMS,
2	20	Χριστοῦ		,	χριστός	G55470	N	,,,,GMS,
2	20	τούτοις			οὗτος	G37780	RD	,,,DNP,
2	20	δὲ			δέ	G11610	CC	,,,,,,,
2	20	πάλιν			πάλιν	G38250	D	,,,,,,,,
2	20	ἐμπλακέντες			ἐμπλέκω	G17070	V	PAP,NMP,
2	20	ἡττῶνται		,	ἡττάω	G22740	V	IEM3,,P,
2	20	γέγονεν			γίνομαι	G10960	V	IEA3,,S,
2	20	αὐτοῖς			αὐτός	G08460	RP	,,3DMP,
2	20	τὰ			ὁ	G35880	EA	,,,NNP,
2	20	ἔσχατα			ἔσχατος	G20780	NS	,,,NNP,
2	20	χείρονα			χείρων	G55010	NP	,,,NNPC
2	20	τῶν			ὁ	G35880	EA	,,,GNP,
2	20	πρώτων		.	πρῶτος	G44130	NS	,,,GNP,
2	21	κρεῖττον			κρείττων	G29090	NP	,,,NNSC
2	21	γὰρ			γάρ	G10630	CC	,,,,,,,
2	21	ἦν			εἰμί	G15100	V	IIA3,,S,
2	21	αὐτοῖς		,	αὐτός	G08460	RP	,,3DMP,
2	21	μὴ			μή	G33610	D	,,,,,,,,
2	21	ἐπεγνωκέναι			ἐπιγινώσκω	G19210	V	NEA,,,,,
2	21	τὴν			ὁ	G35880	EA	,,,AFS,
2	21	ὁδὸν			ὁδός	G35980	N	,,,,AFS,
2	21	τῆς			ὁ	G35880	EA	,,,GFS,
2	21	δικαιοσύνης		,	δικαιοσύνη	G13430	N	,,,,GFS,
2	21	ἢ			ἤ	G22280	CC	,,,,,,,
2	21	ἐπιγνοῦσιν		,	ἐπιγινώσκω	G19210	V	PAA,DMP,
2	21	ὑποστρέψαι			ὑποστρέφω	G52900	V	NAA,,,,,
2	21	ἐκ			ἐκ	G15370	P	,,,,G,,,
2	21	τῆς			ὁ	G35880	EA	,,,GFS,
2	21	παραδοθείσης			παραδίδωμι	G38600	V	PAP,GFS,
2	21	αὐτοῖς			αὐτός	G08460	RP	,,3DMP,
2	21	ἁγίας			ἅγιος	G00400	AA	,,,GFS,
2	21	ἐντολῆς		.	ἐντολή	G17850	N	,,,,GFS,
2	22	συμβέβηκεν			συμβαίνω	G48190	V	IEA3,,S,
2	22	αὐτοῖς			αὐτός	G08460	RP	,,3DMP,
2	22	τὸ			ὁ	G35880	RD	,,,NNS,
2	22	τῆς			ὁ	G35880	EA	,,,GFS,
2	22	ἀληθοῦς			ἀληθής	G02270	AA	,,,GFS,
2	22	παροιμίας		,	παροιμία	G39420	N	,,,,GFS,
2	22	κύων			κύων	G29650	N	,,,,NMS,
2	22	ἐπιστρέψας			ἐπιστρέφω	G19940	V	PAA,NMS,
2	22	ἐπὶ			ἐπί	G19090	P	,,,,A,,,
2	22	τὸ			ὁ	G35880	EP	,,,ANS,
2	22	ἴδιον			ἴδιος	G23980	EF	,,,ANS,
2	22	ἐξέραμα		,	ἐξέραμα	G18290	N	,,,,ANS,
2	22	καί		,	καί	G25320	CC	,,,,,,,
2	22	ὗς			ὗς	G53000	N	,,,,NFS,
2	22	λουσαμένη		,	λούω	G30680	V	PAM,NFS,
2	22	εἰς			εἰς	G15190	P	,,,,A,,,
2	22	κυλισμὸν			κυλισμός	G29460	N	,,,,AMS,
2	22	βορβόρου		.	βόρβορος	G10040	N	,,,,GMS,
3	1	ταύτην			οὗτος	G37780	RD	,,,AFS,
3	1	ἤδη		,	ἤδη	G22350	D	,,,,,,,,
3	1	ἀγαπητοί		,	ἀγαπητός	G00270	NS	,,,VMP,
3	1	δευτέραν			δεύτερος	G12080	NS	,,,AFS,
3	1	ὑμῖν			σύ	G47710	RP	,,2D,P,
3	1	γράφω			γράφω	G11250	V	IPA1,,S,
3	1	ἐπιστολήν		,	ἐπιστολή	G19920	N	,,,,AFS,
3	1	ἐν			ἐν	G17220	P	,,,,D,,,
3	1	αἷς			ὅς	G37390	RR	,,,DFP,
3	1	διεγείρω			διεγείρω	G13260	V	IPA1,,S,
3	1	ὑμῶν			σύ	G47710	RP	,,2G,P,
3	1	ἐν			ἐν	G17220	P	,,,,D,,,
3	1	ὑπομνήσει			ὑπόμνησις	G52800	N	,,,,DFS,
3	1	τὴν			ὁ	G35880	EA	,,,AFS,
3	1	εἰλικρινῆ			εἰλικρινής	G15060	AA	,,,AFS,
3	1	διάνοιαν		,	διάνοια	G12710	N	,,,,AFS,
3	2	μνησθῆναι			μιμνῄσκω	G34030	V	NAP,,,,,
3	2	τῶν			ὁ	G35880	EA	,,,GNP,
3	2	προειρημένων			προλέγω	G43020	V	PEP,GNP,
3	2	ῥημάτων		,	ῥῆμα	G44870	N	,,,,GNP,
3	2	ὑπὸ			ὑπό	G52590	P	,,,,G,,,
3	2	τῶν			ὁ	G35880	EA	,,,GMP,
3	2	ἁγίων			ἅγιος	G00400	AA	,,,GMP,
3	2	προφητῶν		,	προφήτης	G43960	N	,,,,GMP,
3	2	καὶ			καί	G25320	CC	,,,,,,,
3	2	τῆς			ὁ	G35880	EA	,,,GFS,
3	2	τῶν			ὁ	G35880	EA	,,,GMP,
3	2	ἀποστόλων			ἀπόστολος	G06520	N	,,,,GMP,
3	2	ὑμῶν			σύ	G47710	RP	,,2G,P,
3	2	ἐντολῆς			ἐντολή	G17850	N	,,,,GFS,
3	2	τοῦ			ὁ	G35880	EA	,,,GMS,
3	2	Κυρίου			κύριος	G29620	N	,,,,GMS,
3	2	καὶ			καί	G25320	CC	,,,,,,,
3	2	Σωτῆρος		.	σωτήρ	G49900	N	,,,,GMS,
3	3	τοῦτο			οὗτος	G37780	RD	,,,ANS,
3	3	πρῶτον			πρῶτον	G44120	D	,,,,,,,S
3	3	γινώσκοντες		,	γινώσκω	G10970	V	PPA,NMP,
3	3	ὅτι			ὅτι	G37540	CS	,,,,,,,
3	3	ἐλεύσονται			ἔρχομαι	G20640	V	IFM3,,P,
3	3	ἐπ’			ἐπί	G19090	P	,,,,G,,,
3	3	ἐσχάτων			ἔσχατος	G20780	EO	,,,GFP,
3	3	τῶν			ὁ	G35880	EA	,,,GFP,
3	3	ἡμερῶν			ἡμέρα	G22500	N	,,,,GFP,
3	3	ἐν			ἐν	G17220	P	,,,,D,,,
3	3	ἐμπαιγμονῇ			ἐμπαιγμονή	G17005	N	,,,,DFS,
3	3	ἐμπαῖκται		,	ἐμπαίκτης	G17030	N	,,,,NMP,
3	3	κατὰ			κατά	G25960	P	,,,,A,,,
3	3	τὰς			ὁ	G35880	EP	,,,AFP,
3	3	ἰδίας			ἴδιος	G23980	EF	,,,AFP,
3	3	ἐπιθυμίας			ἐπιθυμία	G19390	N	,,,,AFP,
3	3	αὐτῶν			αὐτός	G08460	RP	,,3GMP,
3	3	πορευόμενοι		,	πορεύω	G41980	V	PPM,NMP,
3	4	καὶ			καί	G25320	CC	,,,,,,,
3	4	λέγοντες		,	λέγω	G30040	V	PPA,NMP,
3	4	ποῦ			ποῦ	G42260	D	,,,,,,,,
3	4	ἐστιν			εἰμί	G15100	V	IPA3,,S,
3	4	ἡ			ὁ	G35880	EA	,,,NFS,
3	4	ἐπαγγελία			ἐπαγγελία	G18600	N	,,,,NFS,
3	4	τῆς			ὁ	G35880	EA	,,,GFS,
3	4	παρουσίας			παρουσία	G39520	N	,,,,GFS,
3	4	αὐτοῦ		?	αὐτός	G08460	RP	,,3GMS,
3	4	ἀφ’			ἀπό	G05750	P	,,,,G,,,
3	4	ἧς			ὅς	G37390	RD	,,,GFS,
3	4	γὰρ			γάρ	G10630	CC	,,,,,,,
3	4	οἱ			ὁ	G35880	EA	,,,NMP,
3	4	πατέρες			πατήρ	G39620	N	,,,,NMP,
3	4	ἐκοιμήθησαν		,	κοιμάω	G28370	V	IAP3,,P,
3	4	πάντα			πᾶς	G39560	RI	,,,NNP,
3	4	οὕτως			οὕτως	G37790	D	,,,,,,,,
3	4	διαμένει			διαμένω	G12650	V	IPA3,,S,
3	4	ἀπ’			ἀπό	G05750	P	,,,,G,,,
3	4	ἀρχῆς			ἀρχή	G07460	N	,,,,GFS,
3	4	κτίσεως		.	κτίσις	G29370	N	,,,,GFS,
3	5	λανθάνει			λανθάνω	G29900	V	IPA3,,S,
3	5	γὰρ			γάρ	G10630	CC	,,,,,,,
3	5	αὐτοὺς			αὐτός	G08460	RP	,,3AMP,
3	5	τοῦτο		,	οὗτος	G37780	RD	,,,NNS,
3	5	θέλοντας			θέλω	G23090	V	PPA,AMP,
3	5	ὅτι			ὅτι	G37540	CS	,,,,,,,
3	5	οὐρανοὶ			οὐρανός	G37720	N	,,,,NMP,
3	5	ἦσαν			εἰμί	G15100	V	IIA3,,P,
3	5	ἔκπαλαι		,	ἔκπαλαι	G15970	D	,,,,,,,,
3	5	καὶ			καί	G25320	CC	,,,,,,,
3	5	γῆ			γῆ	G10930	N	,,,,NFS,
