C	V	Word	Previous	Next	Lemma	ESN	Role	Morphology
1	5	δὲ			δέ	G11610	CC	,,,,,,,
1	5	σπουδὴν			σπουδή	G47100	N	,,,,AFS,
1	5	πᾶσαν			πᾶς	G39560	EQ	,,,AFS,
1	5	παρεισενέγκαντες		,	παρεισφέρω	G39230	V	PAA,NMP,
1	5	ἐπιχορηγήσατε			ἐπιχορηγέω	G20230	V	MAA2,,P,
1	5	ἐν			ἐν	G17220	P	,,,,D,,,
1	5	τῇ			ὁ	G35880	EA	,,,DFS,
1	5	πίστει			πίστις	G41020	N	,,,,DFS,
1	5	ὑμῶν			σύ	G47710	RP	,,2G,P,
1	5	τὴν			ὁ	G35880	EA	,,,AFS,
1	5	ἀρετήν		,	ἀρετή	G07030	N	,,,,AFS,
1	5	ἐν			ἐν	G17220	P	,,,,D,,,
1	5	δὲ			δέ	G11610	CC	,,,,,,,
1	5	τῇ			ὁ	G35880	EA	,,,DFS,
1	5	ἀρετῇ			ἀρετή	G07030	N	,,,,DFS,
1	5	τὴν			ὁ	G35880	EA	,,,AFS,
1	5	γνῶσιν		,	γνῶσις	G11080	N	,,,,AFS,
1	6	ἐν			ἐν	G17220	P	,,,,D,,,
1	6	δὲ			δέ	G11610	CC	,,,,,,,
1	6	τῇ			ὁ	G35880	EA	,,,DFS,
1	6	γνώσει			γνῶσις	G11080	N	,,,,DFS,
1	6	τὴν			ὁ	G35880	EA	,,,AFS,
1	6	ἐνκράτειαν		,	ἐνκράτεια	G14660	N	,,,,AFS,
1	6	ἐν			ἐν	G17220	P	,,,,D,,,
1	6	δὲ			δέ	G11610	CC	,,,,,,,
1	6	τῇ			ὁ	G35880	EA	,,,DFS,
1	6	ἐνκρατείᾳ			ἐνκράτεια	G14660	N	,,,,DFS,
1	6	τὴν			ὁ	G35880	EA	,,,AFS,
1	6	ὑπομονήν		,	ὑπομονή	G52810	N	,,,,AFS,
1	6	ἐν			ἐν	G17220	P	,,,,D,,,
1	6	δὲ			δέ	G11610	CC	,,,,,,,
1	6	τῇ			ὁ	G35880	EA	,,,DFS,
1	6	ὑπομονῇ			ὑπομονή	G52810	N	,,,,DFS,
1	6	τὴν			ὁ	G35880	EA	,,,AFS,
1	6	εὐσέβειαν		,	εὐσέβεια	G21500	N	,,,,AFS,
1	7	ἐν			ἐν	G17220	P	,,,,D,,,
1	7	δὲ			δέ	G11610	CC	,,,,,,,
1	7	τῇ			ὁ	G35880	EA	,,,DFS,
1	7	εὐσεβείᾳ			εὐσέβεια	G21500	N	,,,,DFS,
1	7	τὴν			ὁ	G35880	EA	,,,AFS,
1	7	φιλαδελφίαν		,	φιλαδελφία	G53600	N	,,,,AFS,
1	7	ἐν			ἐν	G17220	P	,,,,D,,,
1	7	δὲ			δέ	G11610	CC	,,,,,,,
1	7	τῇ			ὁ	G35880	EA	,,,DFS,
1	7	φιλαδελφίᾳ			φιλαδελφία	G53600	N	,,,,DFS,
1	7	τὴν			ὁ	G35880	EA	,,,AFS,
1	7	ἀγάπην		.	ἀγάπη	G00260	N	,,,,AFS,
1	8	ταῦτα			οὗτος	G37780	RD	,,,NNP,
1	8	γὰρ			γάρ	G10630	CC	,,,,,,,
1	8	ὑμῖν			σύ	G47710	RP	,,2D,P,
1	8	ὑπάρχοντα			ὑπάρχω	G52250	V	PPA,NNP,
1	8	καὶ			καί	G25320	CC	,,,,,,,
1	8	πλεονάζοντα		,	πλεονάζω	G41210	V	PPA,NNP,
1	8	οὐκ			οὐ	G37560	DO	,,,,,,,
1	8	ἀργοὺς			ἀργός	G06920	NS	,,,AMP,
1	8	οὐδὲ			οὐδέ	G37610	CO	,,,,,,,
1	8	ἀκάρπους			ἄκαρπος	G01750	NS	,,,AMP,
1	8	καθίστησιν		,	καθίστημι	G25250	V	IPA3,,S,
1	8	εἰς			εἰς	G15190	P	,,,,A,,,
1	8	τὴν			ὁ	G35880	EA	,,,AFS,
1	8	τοῦ			ὁ	G35880	EA	,,,GMS,
1	8	Κυρίου			κύριος	G29620	N	,,,,GMS,
1	8	ἡμῶν		,	ἐγώ	G14730	RP	,,1G,P,
1	8	Ἰησοῦ			Ἰησοῦς	G24240	N	,,,,GMS,
1	8	Χριστοῦ		,	χριστός	G55470	N	,,,,GMS,
1	8	ἐπίγνωσιν		;	ἐπίγνωσις	G19220	N	,,,,AFS,
1	9	ᾧ			ὅς	G37390	RR	,,,DMS,
1	9	γὰρ			γάρ	G10630	CC	,,,,,,,
1	9	μὴ			μή	G33610	D	,,,,,,,,
1	9	πάρεστιν			πάρειμι	G39180	V	IPA3,,S,
1	9	ταῦτα		,	οὗτος	G37780	RD	,,,NNP,
1	9	τυφλός			τυφλός	G51850	NP	,,,NMS,
1	9	ἐστιν			εἰμί	G15100	V	IPA3,,S,
1	9	μυωπάζων		,	μυωπάζω	G34670	V	PPA,NMS,
1	9	λήθην			λήθη	G30240	N	,,,,AFS,
1	9	λαβὼν			λαμβάνω	G29830	V	PAA,NMS,
1	9	τοῦ			ὁ	G35880	EA	,,,GMS,
1	9	καθαρισμοῦ			καθαρισμός	G25120	N	,,,,GMS,
1	9	τῶν			ὁ	G35880	EA	,,,GFP,
1	9	πάλαι			πάλαι	G38190	D	,,,,,,,,
1	9	αὐτοῦ			αὐτός	G08460	RP	,,3GMS,
1	9	ἁμαρτιῶν		.	ἁμαρτία	G02660	N	,,,,GFP,
1	10	διὸ			διό	G13520	CC	,,,,,,,
1	10	μᾶλλον		,	μᾶλλον	G31230	D	,,,,,,,,
1	10	ἀδελφοί		,	ἀδελφός	G00800	N	,,,,VMP,
1	10	σπουδάσατε		,	σπουδάζω	G47040	V	MAA2,,P,
1	10	βεβαίαν			βέβαιος	G09490	NS	,,,AFS,
1	10	ὑμῶν			σύ	G47710	RP	,,2G,P,
1	10	τὴν			ὁ	G35880	EA	,,,AFS,
1	10	κλῆσιν			κλῆσις	G28210	N	,,,,AFS,
1	10	καὶ			καί	G25320	CC	,,,,,,,
1	10	ἐκλογὴν			ἐκλογή	G15890	N	,,,,AFS,
1	10	ποιεῖσθαι		,	ποιέω	G41600	V	NPM,,,,,
1	10	ταῦτα			οὗτος	G37780	RD	,,,ANP,
1	10	γὰρ			γάρ	G10630	CC	,,,,,,,
1	10	ποιοῦντες			ποιέω	G41600	V	PPA,NMP,
1	10	οὐ			οὐ	G37560	D	,,,,,,,,
1	10	μὴ			μή	G33610	D	,,,,,,,,
1	10	πταίσητέ			πταίω	G44170	V	SAA2,,P,
1	10	ποτε		.	ποτέ	G42180	D	,,,,,,,,
1	11	οὕτως			οὕτως	G37790	D	,,,,,,,,
1	11	γὰρ			γάρ	G10630	CC	,,,,,,,
1	11	πλουσίως			πλουσίως	G41460	D	,,,,,,,,
1	11	ἐπιχορηγηθήσεται			ἐπιχορηγέω	G20230	V	IFP3,,S,
1	11	ὑμῖν			σύ	G47710	RP	,,2D,P,
1	11	ἡ			ὁ	G35880	EA	,,,NFS,
1	11	εἴσοδος			εἴσοδος	G15290	N	,,,,NFS,
1	11	εἰς			εἰς	G15190	P	,,,,A,,,
1	11	τὴν			ὁ	G35880	EA	,,,AFS,
1	11	αἰώνιον			αἰώνιος	G01660	AA	,,,AFS,
1	11	βασιλείαν			βασιλεία	G09320	N	,,,,AFS,
1	11	τοῦ			ὁ	G35880	EA	,,,GMS,
1	11	Κυρίου			κύριος	G29620	N	,,,,GMS,
1	11	ἡμῶν			ἐγώ	G14730	RP	,,1G,P,
1	11	καὶ			καί	G25320	CC	,,,,,,,
1	11	Σωτῆρος		,	σωτήρ	G49900	N	,,,,GMS,
1	11	Ἰησοῦ			Ἰησοῦς	G24240	N	,,,,GMS,
1	11	Χριστοῦ		.	χριστός	G55470	N	,,,,GMS,
1	12	διὸ			διό	G13520	CC	,,,,,,,
1	12	μελλήσω			μέλλω	G31950	V	IFA1,,S,
1	12	ἀεὶ			ἀεί	G01040	D	,,,,,,,,
1	12	ὑμᾶς		,	σύ	G47710	RP	,,2A,P,
1	12	ὑπομιμνῄσκειν			ὑπομιμνῄσκω	G52790	V	NPA,,,,,
1	12	περὶ			περί	G40120	P	,,,,G,,,
1	12	τούτων		,	οὗτος	G37780	RD	,,,GNP,
1	12	καίπερ			καίπερ	G25390	CC	,,,,,,,
1	12	εἰδότας			ὁράω	G14920	V	PEA,AMP,
1	12	καὶ			καί	G25320	CC	,,,,,,,
1	12	ἐστηριγμένους			στηρίζω	G47410	V	PEP,AMP,
1	12	ἐν			ἐν	G17220	P	,,,,D,,,
1	12	τῇ			ὁ	G35880	EA	,,,DFS,
1	12	παρούσῃ			πάρειμι	G39180	V	PPA,DFS,
1	12	ἀληθείᾳ		.	ἀλήθεια	G02250	N	,,,,DFS,
1	13	δίκαιον			δίκαιος	G13420	NS	,,,ANS,
1	13	δὲ			δέ	G11610	CC	,,,,,,,
1	13	ἡγοῦμαι		,	ἡγέομαι	G22330	V	IPM1,,S,
1	13	ἐφ’			ἐπί	G19090	P	,,,,A,,,
1	13	ὅσον			ὅσος	G37450	RR	,,,AMS,
1	13	εἰμὶ			εἰμί	G15100	V	IPA1,,S,
1	13	ἐν			ἐν	G17220	P	,,,,D,,,
1	13	τούτῳ			οὗτος	G37780	ED	,,,DNS,
1	13	τῷ			ὁ	G35880	EA	,,,DNS,
1	13	σκηνώματι		,	σκήνωμα	G46380	N	,,,,DNS,
1	13	διεγείρειν			διεγείρω	G13260	V	NPA,,,,,
1	13	ὑμᾶς			σύ	G47710	RP	,,2A,P,
1	13	ἐν			ἐν	G17220	P	,,,,D,,,
1	13	ὑπομνήσει		;	ὑπόμνησις	G52800	N	,,,,DFS,
1	14	εἰδὼς			εἴδω	G14920	V	PEA,NMS,
1	14	ὅτι			ὅτι	G37540	CS	,,,,,,,
1	14	ταχινή			ταχινός	G50310	NP	,,,NFS,
1	14	ἐστιν			εἰμί	G15100	V	IPA3,,S,
1	14	ἡ			ὁ	G35880	EA	,,,NFS,
1	14	ἀπόθεσις			ἀπόθεσις	G05950	N	,,,,NFS,
1	14	τοῦ			ὁ	G35880	EA	,,,GNS,
1	14	σκηνώματός			σκήνωμα	G46380	N	,,,,GNS,
1	14	μου		,	ἐγώ	G14730	RP	,,1G,S,
1	14	καθὼς			καθώς	G25310	D	,,,,,,,,
1	14	καὶ			καί	G25320	D	,,,,,,,,
1	14	ὁ			ὁ	G35880	EA	,,,NMS,
1	14	Κύριος			κύριος	G29620	N	,,,,NMS,
1	14	ἡμῶν		,	ἐγώ	G14730	RP	,,1G,P,
1	14	Ἰησοῦς			Ἰησοῦς	G24240	N	,,,,NMS,
1	14	Χριστὸς		,	χριστός	G55470	N	,,,,NMS,
1	14	ἐδήλωσέν			δηλόω	G12130	V	IAA3,,S,
1	14	μοι		;	ἐγώ	G14730	RP	,,1D,S,
1	15	σπουδάσω			σπουδάζω	G47040	V	IFA1,,S,
1	15	δὲ			δέ	G11610	CC	,,,,,,,
1	15	καὶ			καί	G25320	D	,,,,,,,,
1	15	ἑκάστοτε		,	ἑκάστοτε	G15390	D	,,,,,,,,
1	15	ἔχειν			ἔχω	G21920	V	NPA,,,,,
1	15	ὑμᾶς			σύ	G47710	RP	,,2A,P,
1	15	μετὰ			μετά	G33260	P	,,,,A,,,
1	15	τὴν			ὁ	G35880	EA	,,,AFS,
1	15	ἐμὴν			ἐμός	G16990	EP	,,1AFS,
1	15	ἔξοδον		,	ἔξοδος	G18410	N	,,,,AFS,
1	15	τὴν			ὁ	G35880	RD	,,,AFS,
1	15	τούτων			οὗτος	G37780	RD	,,,GNP,
1	15	μνήμην			μνήμη	G34200	N	,,,,AFS,
1	15	ποιεῖσθαι		.	ποιέω	G41600	V	NPM,,,,,
1	16	οὐ			οὐ	G37560	DO	,,,,,,,
1	16	γὰρ			γάρ	G10630	CC	,,,,,,,
1	16	σεσοφισμένοις			σοφίζω	G46790	V	PEP,DMP,
1	16	μύθοις			μῦθος	G34540	N	,,,,DMP,
1	16	ἐξακολουθήσαντες		,	ἐξακολουθέω	G18110	V	PAA,NMP,
1	16	ἐγνωρίσαμεν			γνωρίζω	G11070	V	IAA1,,P,
1	16	ὑμῖν			σύ	G47710	RP	,,2D,P,
1	16	τὴν			ὁ	G35880	EA	,,,AFS,
1	16	τοῦ			ὁ	G35880	EA	,,,GMS,
1	16	Κυρίου			κύριος	G29620	N	,,,,GMS,
1	16	ἡμῶν			ἐγώ	G14730	RP	,,1G,P,
1	16	Ἰησοῦ			Ἰησοῦς	G24240	N	,,,,GMS,
1	16	Χριστοῦ			χριστός	G55470	N	,,,,GMS,
1	16	δύναμιν			δύναμις	G14110	N	,,,,AFS,
1	16	καὶ			καί	G25320	CC	,,,,,,,
1	16	παρουσίαν		,	παρουσία	G39520	N	,,,,AFS,
1	16	ἀλλ’			ἀλλά	G02350	CO	,,,,,,,
1	16	ἐπόπται			ἐπόπτης	G20300	N	,,,,NMP,
1	16	γενηθέντες			γίνομαι	G10960	V	PAP,NMP,
1	16	τῆς			ὁ	G35880	EA	,,,GFS,
1	16	ἐκείνου			ἐκεῖνος	G15650	RD	,,,GMS,
1	16	μεγαλειότητος		.	μεγαλειότης	G31680	N	,,,,GFS,
1	17	λαβὼν			λαμβάνω	G29830	V	PAA,NMS,
1	17	γὰρ			γάρ	G10630	CC	,,,,,,,
1	17	παρὰ			παρά	G38440	P	,,,,G,,,
1	17	Θεοῦ			θεός	G23160	N	,,,,GMS,
1	17	Πατρὸς			πατήρ	G39620	N	,,,,GMS,
1	17	τιμὴν			τιμή	G50920	N	,,,,AFS,
1	17	καὶ			καί	G25320	CC	,,,,,,,
1	17	δόξαν		,	δόξα	G13910	N	,,,,AFS,
1	17	φωνῆς			φωνή	G54560	N	,,,,GFS,
1	17	ἐνεχθείσης			φέρω	G53420	V	PAP,GFS,
1	17	αὐτῷ			αὐτός	G08460	RP	,,3DMS,
1	17	τοιᾶσδε			τοιόσδε	G51070	RD	,,,GFS,
1	17	ὑπὸ			ὑπό	G52590	P	,,,,G,,,
1	17	τῆς			ὁ	G35880	EA	,,,GFS,
1	17	Μεγαλοπρεποῦς			μεγαλοπρεπής	G31690	AA	,,,GFS,
1	17	Δόξης		,	δόξα	G13910	N	,,,,GFS,
1	17	ὁ			ὁ	G35880	EA	,,,NMS,
1	17	Υἱός			υἱός	G52070	N	,,,,NMS,
1	17	μου		,	ἐγώ	G14730	RP	,,1G,S,
1	17	ὁ			ὁ	G35880	EA	,,,NMS,
1	17	ἀγαπητός			ἀγαπητός	G00270	AA	,,,NMS,
1	17	μου		,	ἐγώ	G14730	RP	,,1G,S,
1	17	οὗτός			οὗτος	G37780	RD	,,,NMS,
1	17	ἐστιν		,	εἰμί	G15100	V	IPA3,,S,
1	17	εἰς			εἰς	G15190	P	,,,,A,,,
1	17	ὃν			ὅς	G37390	RR	,,,AMS,
1	17	ἐγὼ			ἐγώ	G14730	RP	,,1N,S,
1	17	εὐδόκησα		;	εὐδοκέω	G21060	V	IAA1,,S,
1	18	καὶ			καί	G25320	CC	,,,,,,,
1	18	ταύτην			οὗτος	G37780	ED	,,,AFS,
1	18	τὴν			ὁ	G35880	EA	,,,AFS,
1	18	φωνὴν			φωνή	G54560	N	,,,,AFS,
1	18	ἡμεῖς			ἐγώ	G14730	RP	,,1N,P,
1	18	ἠκούσαμεν			ἀκούω	G01910	V	IAA1,,P,
1	18	ἐξ			ἐκ	G15370	P	,,,,G,,,
1	18	οὐρανοῦ		,	οὐρανός	G37720	N	,,,,GMS,
1	18	ἐνεχθεῖσαν			φέρω	G53420	V	PAP,AFS,
1	18	σὺν			σύν	G48620	P	,,,,D,,,
1	18	αὐτῷ		,	αὐτός	G08460	RP	,,3DMS,
1	18	ὄντες			εἰμί	G15100	V	PPA,NMP,
1	18	ἐν			ἐν	G17220	P	,,,,D,,,
1	18	τῷ			ὁ	G35880	EA	,,,DNS,
1	18	ἁγίῳ			ἅγιος	G00400	AA	,,,DNS,
1	18	ὄρει		.	ὄρος	G37350	N	,,,,DNS,
1	19	καὶ			καί	G25320	CC	,,,,,,,
1	19	ἔχομεν			ἔχω	G21920	V	IPA1,,P,
1	19	βεβαιότερον			βεβαιότερος	G09495	AA	,,,AMSC
1	19	τὸν			ὁ	G35880	EA	,,,AMS,
1	19	προφητικὸν			προφητικός	G43970	AA	,,,AMS,
1	19	λόγον		,	λόγος	G30560	N	,,,,AMS,
1	19	ᾧ			ὅς	G37390	RR	,,,DMS,
1	19	καλῶς			καλῶς	G25730	D	,,,,,,,,
1	19	ποιεῖτε			ποιέω	G41600	V	IPA2,,P,
1	19	προσέχοντες		,	προσέχω	G43370	V	PPA,NMP,
1	19	ὡς			ὡς	G56130	CS	,,,,,,,
1	19	λύχνῳ			λύχνος	G30880	N	,,,,DMS,
1	19	φαίνοντι			φαίνω	G53160	V	PPA,DMS,
1	19	ἐν			ἐν	G17220	P	,,,,D,,,
1	19	αὐχμηρῷ			αὐχμηρός	G08500	AA	,,,DMS,
1	19	τόπῳ		,	τόπος	G51170	N	,,,,DMS,
1	19	ἕως			ἕως	G21930	PI	,,,G,,,
1	19	οὗ			ὅς	G37390	RR	,,,GMS,
1	19	ἡμέρα			ἡμέρα	G22500	N	,,,,NFS,
1	19	διαυγάσῃ		,	διαυγάζω	G13060	V	SAA3,,S,
1	19	καὶ			καί	G25320	CC	,,,,,,,
1	19	φωσφόρος			φωσφόρος	G54590	NS	,,,NMS,
1	19	ἀνατείλῃ			ἀνατέλλω	G03930	V	SAA3,,S,
1	19	ἐν			ἐν	G17220	P	,,,,D,,,
1	19	ταῖς			ὁ	G35880	EA	,,,DFP,
1	19	καρδίαις			καρδία	G25880	N	,,,,DFP,
1	19	ὑμῶν		.	σύ	G47710	RP	,,2G,P,
1	20	τοῦτο			οὗτος	G37780	RD	,,,ANS,
1	20	πρῶτον			πρῶτον	G44120	D	,,,,,,,S
1	20	γινώσκοντες		,	γινώσκω	G10970	V	PPA,NMP,
1	20	ὅτι			ὅτι	G37540	CS	,,,,,,,
1	20	πᾶσα			πᾶς	G39560	EQ	,,,NFS,
1	20	προφητεία			προφητεία	G43940	N	,,,,NFS,
1	20	Γραφῆς			γραφή	G11240	N	,,,,GFS,
1	20	ἰδίας			ἴδιος	G23980	EF	,,,GFS,
1	20	ἐπιλύσεως			ἐπίλυσις	G19550	N	,,,,GFS,
1	20	οὐ			οὐ	G37560	D	,,,,,,,,
1	20	γίνεται		;	γίνομαι	G10960	V	IPM3,,S,
1	21	οὐ			οὐ	G37560	DO	,,,,,,,
1	21	γὰρ			γάρ	G10630	CC	,,,,,,,
1	21	θελήματι			θέλημα	G23070	N	,,,,DNS,
1	21	ἀνθρώπου			ἄνθρωπος	G04440	N	,,,,GMS,
1	21	ἠνέχθη			φέρω	G53420	V	IAP3,,S,
1	21	προφητεία			προφητεία	G43940	N	,,,,NFS,
1	21	ποτέ		,	ποτέ	G42180	D	,,,,,,,,
1	21	ἀλλὰ			ἀλλά	G02350	CO	,,,,,,,
1	21	ὑπὸ			ὑπό	G52590	P	,,,,G,,,
1	21	Πνεύματος			πνεῦμα	G41510	N	,,,,GNS,
1	21	Ἁγίου			ἅγιος	G00400	AA	,,,GNS,
1	21	φερόμενοι		,	φέρω	G53420	V	PPP,NMP,
1	21	ἐλάλησαν			λαλέω	G29800	V	IAA3,,P,
1	21	ἀπὸ			ἀπό	G05750	P	,,,,G,,,
1	21	Θεοῦ			θεός	G23160	N	,,,,GMS,
1	21	ἄνθρωποι		.	ἄνθρωπος	G04440	N	,,,,NMP,
2	1	ἐγένοντο			γίνομαι	G10960	V	IAM3,,P,
2	1	δὲ			δέ	G11610	CC	,,,,,,,
2	1	καὶ			καί	G25320	D	,,,,,,,,
2	1	ψευδοπροφῆται			ψευδοπροφήτης	G55780	N	,,,,NMP,
2	1	ἐν			ἐν	G17220	P	,,,,D,,,
2	1	τῷ			ὁ	G35880	EA	,,,DMS,
2	1	λαῷ		,	λαός	G29920	N	,,,,DMS,
2	1	ὡς			ὡς	G56130	CS	,,,,,,,
2	1	καὶ			καί	G25320	D	,,,,,,,,
2	1	ἐν			ἐν	G17220	P	,,,,D,,,
2	1	ὑμῖν			σύ	G47710	RP	,,2D,P,
2	1	ἔσονται			εἰμί	G15100	V	IFM3,,P,
2	1	ψευδοδιδάσκαλοι		,	ψευδοδιδάσκαλος	G55720	N	,,,,NMP,
2	1	οἵτινες			ὅστις	G37480	RR	,,,NMP,
2	1	παρεισάξουσιν			παρεισάγω	G39190	V	IFA3,,P,
2	1	αἱρέσεις			αἵρεσις	G01390	N	,,,,AFP,
2	1	ἀπωλείας		,	ἀπώλεια	G06840	N	,,,,GFS,
2	1	καὶ			καί	G25320	D	,,,,,,,,
2	1	τὸν			ὁ	G35880	EA	,,,AMS,
2	1	ἀγοράσαντα			ἀγοράζω	G00590	V	PAA,AMS,
2	1	αὐτοὺς			αὐτός	G08460	RP	,,3AMP,
2	1	Δεσπότην			δεσπότης	G12030	N	,,,,AMS,
2	1	ἀρνούμενοι		,	ἀρνέομαι	G07200	V	PPM,NMP,
2	1	ἐπάγοντες			ἐπάγω	G18630	V	PPA,NMP,
2	1	ἑαυτοῖς			ἑαυτοῦ	G14380	RE	,,3DMP,
2	1	ταχινὴν			ταχινός	G50310	AA	,,,AFS,
2	1	ἀπώλειαν		.	ἀπώλεια	G06840	N	,,,,AFS,
2	2	καὶ			καί	G25320	CC	,,,,,,,
2	2	πολλοὶ			πολλός	G41830	RI	,,,NMP,
2	2	ἐξακολουθήσουσιν			ἐξακολουθέω	G18110	V	IFA3,,P,
2	2	αὐτῶν			αὐτός	G08460	RP	,,3GMP,
2	2	ταῖς			ὁ	G35880	EA	,,,DFP,
2	2	ἀσελγείαις		,	ἀσέλγεια	G07660	N	,,,,DFP,
2	2	δι’			διά	G12230	P	,,,,A,,,
2	2	οὓς			ὅς	G37390	RR	,,,AMP,
2	2	ἡ			ὁ	G35880	EA	,,,NFS,
2	2	ὁδὸς			ὁδός	G35980	N	,,,,NFS,
2	2	τῆς			ὁ	G35880	EA	,,,GFS,
2	2	ἀληθείας			ἀλήθεια	G02250	N	,,,,GFS,
2	2	βλασφημηθήσεται		.	βλασφημέω	G09870	V	IFP3,,S,
