C	V	Word	Previous	Next	Lemma	ESN	Role	Morphology
1	10	βουλομένους			βούλομαι	G10140	V	PPM,AMP,
1	10	κωλύει		,	κωλύω	G29670	V	IPA3,,S,
1	10	καὶ			καί	G25320	CC	,,,,,,,
1	10	ἐκ			ἐκ	G15370	P	,,,,G,,,
1	10	τῆς			ὁ	G35880	EA	,,,GFS,
1	10	ἐκκλησίας			ἐκκλησία	G15770	N	,,,,GFS,
1	10	ἐκβάλλει		.	ἐκβάλλω	G15440	V	IPA3,,S,
1	11	ἀγαπητέ	¶	,	ἀγαπητός	G00270	NS	,,,VMS,
1	11	μὴ			μή	G33610	DO	,,,,,,,
1	11	μιμοῦ			μιμέομαι	G34010	V	MPM2,,S,
1	11	τὸ			ὁ	G35880	EA	,,,ANS,
1	11	κακὸν		,	κακός	G25560	NS	,,,ANS,
1	11	ἀλλὰ			ἀλλά	G02350	CO	,,,,,,,
1	11	τὸ			ὁ	G35880	EA	,,,ANS,
1	11	ἀγαθόν		.	ἀγαθός	G00180	NS	,,,ANS,
1	11	ὁ			ὁ	G35880	RD	,,,NMS,
1	11	ἀγαθοποιῶν			ἀγαθοποιέω	G00150	V	PPA,NMS,
1	11	ἐκ			ἐκ	G15370	P	,,,,G,,,
1	11	τοῦ			ὁ	G35880	EA	,,,GMS,
1	11	Θεοῦ			θεός	G23160	N	,,,,GMS,
1	11	ἐστιν		,	εἰμί	G15100	V	IPA3,,S,
1	11	ὁ			ὁ	G35880	RD	,,,NMS,
1	11	κακοποιῶν			κακοποιέω	G25540	V	PPA,NMS,
1	11	οὐχ			οὐ	G37560	D	,,,,,,,,
1	11	ἑώρακεν			ὁράω	G37080	V	IEA3,,S,
1	11	τὸν			ὁ	G35880	EA	,,,AMS,
1	11	Θεόν		.	θεός	G23160	N	,,,,AMS,
1	12	Δημητρίῳ			Δημήτριος	G12160	N	,,,,DMS,
1	12	μεμαρτύρηται			μαρτυρέω	G31400	V	IEP3,,S,
1	12	ὑπὸ			ὑπό	G52590	P	,,,,G,,,
1	12	πάντων		,	πᾶς	G39560	RI	,,,GMP,
1	12	καὶ			καί	G25320	CC	,,,,,,,
1	12	ὑπὸ			ὑπό	G52590	P	,,,,G,,,
1	12	αὐτῆς			αὐτός	G08460	RE	,,3GFS,
1	12	τῆς			ὁ	G35880	EA	,,,GFS,
1	12	ἀληθείας		;	ἀλήθεια	G02250	N	,,,,GFS,
1	12	καὶ			καί	G25320	D	,,,,,,,,
1	12	ἡμεῖς			ἐγώ	G14730	RP	,,1N,P,
1	12	δὲ			δέ	G11610	CC	,,,,,,,
1	12	μαρτυροῦμεν		,	μαρτυρέω	G31400	V	IPA1,,P,
1	12	καὶ			καί	G25320	CC	,,,,,,,
1	12	οἶδας			οἶδα	G14920	V	IEA2,,S,
1	12	ὅτι			ὅτι	G37540	CS	,,,,,,,
1	12	ἡ			ὁ	G35880	EA	,,,NFS,
1	12	μαρτυρία			μαρτυρία	G31410	N	,,,,NFS,
1	12	ἡμῶν			ἐγώ	G14730	RP	,,1G,P,
1	12	ἀληθής			ἀληθής	G02270	NP	,,,NFS,
1	12	ἐστιν		.	εἰμί	G15100	V	IPA3,,S,
1	13	πολλὰ	¶		πολλός	G41830	RI	,,,ANP,
1	13	εἶχον			ἔχω	G21920	V	IIA1,,S,
1	13	γράψαι			γράφω	G11250	V	NAA,,,,,
1	13	σοι		,	σύ	G47710	RP	,,2D,S,
1	13	ἀλλ’			ἀλλά	G02350	CC	,,,,,,,
1	13	οὐ			οὐ	G37560	DO	,,,,,,,
1	13	θέλω			θέλω	G23090	V	IPA1,,S,
1	13	διὰ			διά	G12230	P	,,,,G,,,
1	13	μέλανος			μέλας	G31890	NS	,,,GNS,
1	13	καὶ			καί	G25320	CC	,,,,,,,
1	13	καλάμου			κάλαμος	G25630	N	,,,,GMS,
1	13	σοι			σύ	G47710	RP	,,2D,S,
1	13	γράφειν		,	γράφω	G11250	V	NPA,,,,,
1	14	ἐλπίζω			ἐλπίζω	G16790	V	IPA1,,S,
1	14	δὲ			δέ	G11610	CO	,,,,,,,
1	14	εὐθέως			εὐθέως	G21120	D	,,,,,,,,
1	14	σε			σύ	G47710	RP	,,2A,S,
1	14	ἰδεῖν		,	ὁράω	G37080	V	NAA,,,,,
1	14	καὶ			καί	G25320	CC	,,,,,,,
1	14	στόμα			στόμα	G47500	N	,,,,ANS,
1	14	πρὸς			πρός	G43140	P	,,,,A,,,
1	14	στόμα			στόμα	G47500	N	,,,,ANS,
1	14	λαλήσομεν		.	λαλέω	G29800	V	IFA1,,P,
1	15	εἰρήνη	¶		εἰρήνη	G15150	N	,,,,NFS,
1	15	σοι		.	σύ	G47710	RP	,,2D,S,
1	15	ἀσπάζονταί			ἀσπάζομαι	G07820	V	IPM3,,P,
1	15	σε			σύ	G47710	RP	,,2A,S,
1	15	οἱ			ὁ	G35880	EA	,,,NMP,
1	15	φίλοι		.	φίλος	G53840	NS	,,,NMP,
1	15	ἀσπάζου			ἀσπάζομαι	G07820	V	MPM2,,S,
1	15	τοὺς			ὁ	G35880	EA	,,,AMP,
1	15	φίλους			φίλος	G53840	NS	,,,AMP,
1	15	κατ’			κατά	G25960	P	,,,,A,,,
1	15	ὄνομα		.	ὄνομα	G36860	N	,,,,ANS,
